Id,cateId,picS,picB,name,describe,price,originPrice,author,brand,publishDate,sellerId,isPChome,isNC17,couponActid,BU
DEDD84-A900B5Y6M,DEDD84,/items/DEDD84A900B5Y6M/000001_1614325097.jpg,/items/DEDD84A900B5Y6M/000001_1614325097.jpg,BuyJM集成木紋低甲醛小資六層雙門鞋櫃(高120公分),"BuyJM集成木紋低甲醛小資六層雙門鞋櫃(高120公分)\r\n‧台灣製造，品質有保障
‧低甲醛環保板材，最健康
‧附門板設計，收納不凌亂
‧活動隔板，可任意調整空間
‧門板設計磁鐵吸力設計",1280,1280,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
QFAA8D-A9008XK8R,DEABHV,/items/QFAA8DA9008XK8R/000001_1564120598.jpg,/items/QFAA8DA9008XK8R/000001_1564120598.jpg,《HOPMA》多功能開放式五層鞋櫃,"《HOPMA》多功能開放式五層鞋櫃/收納櫃\r\n。mit台灣製造
。diy商品
。歐盟等級e1塑合板
。可放21雙鞋
。簍空設計達到通風透氣效果",530,530,,,,,1,0,[],ec
DEABHV-A900AY7NY,DEABHV,/items/DEABHVA900AY7NY/000001_1603768033.jpg,/items/DEABHVA900AY7NY/000001_1603768033.jpg,《HOPMA》加大加深款二門高鞋櫃-胡桃木色,"《HOPMA》加大加深款二門高鞋櫃-胡桃木色\r\n★mit台灣製造★diy自行組裝
★可調整門版活頁
★40雙加深大容量大空間
★透氣孔設計鞋櫃通風不悶臭",2250,2250,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
QFAAM0-A900A64CC,DEABHV,/items/QFAAM0A900A64CC/000001_1564121746.jpg,/items/QFAAM0A900A64CC/000001_1564121746.jpg,《HOPMA》日式雙門四層鞋櫃,"《HOPMA》日式雙門四層鞋櫃/收納櫃\r\nmit台灣製
diy自行組裝
附門設計防塵效果佳
大容量設計最多可收納15雙鞋",838,838,,,,,1,0,[],ec
QFAAM0-A900A64B6,DEABHV,/items/QFAAM0A900A64B6/000001_1564017190.jpg,/items/QFAAM0A900A64B6/000001_1564017190.jpg,《HOPMA》雙門四層鞋櫃,"《HOPMA》雙門四層鞋櫃/收納櫃\r\nmit台灣製
diy自行組裝
附門設計防塵效果佳
二片活動板可以依需求自由調整收",750,750,,,,,1,0,[],ec
DEABHV-A900EX11S,DEABHV,/items/DEABHVA900EX11S/000002_1650261652.jpg,/items/DEABHVA900EX11S/000001_1650261652.jpg,《HOPMA》典雅大容量通風滑門鞋櫃/收納櫃/置物櫃/玄關櫃,"《HOPMA》典雅大容量通風滑門鞋櫃/收納櫃/置物櫃/玄關櫃\r\n。mit台灣製造。diy自行組裝 
。可調滑門間隙滑輪。美背設計
。透氣孔設計",2250,2250,,,,,1,0,[],ec
DEABHV-A900AK0CC,DEABHV,/items/DEABHVA900AK0CC/000001_1584340298.jpg,/items/DEABHVA900AK0CC/000001_1584340298.jpg,《HOPMA》樂活雙門四格鞋櫃-楓木配白,"《HOPMA》樂活雙門四層鞋櫃-楓木配白\r\n■ 磁扣開合設計
■ 層板半圓孔溝槽固定不滑動
■ 香菇造形趣味把手",768,768,,,,,1,0,[],ec
DEABHV-A900AK0C9,DEABHV,/items/DEABHVA900AK0C9/000001_1584340252.jpg,/items/DEABHVA900AK0C9/000001_1584340252.jpg,《HOPMA》樂活雙門四格鞋櫃-胡桃木,"《HOPMA》樂活雙門四層鞋櫃-胡桃木\r\n■ 磁扣開合設計
■ 層板半圓孔溝槽固定不滑動
■ 香菇造形趣味把手",768,768,,,,,1,0,[],ec
DEABHV-A9009UFZ5,DEABHV,/items/DEABHVA9009UFZ5/000001_1564122468.jpg,/items/DEABHVA9009UFZ5/000001_1564122468.jpg,《HOPMA》樂活鄉村四層鞋櫃-黑胡桃,"《HOPMA》樂活鄉村四層鞋櫃-黑胡桃\r\nmit台灣製造 diy傢具
金屬質感把手
磁扣開合設計
層板半圓孔溝槽固定不滑動
附腳粒保護地板被刮傷",828,828,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEBAHU-A900842F5,DEABIK,/items/DEBAHUA900842F5/000002_1660559435.jpg,/items/DEBAHUA900842F5/000001_1660559435.jpg,【ikloo】日系優雅五層木質鞋櫃(胡桃木色),"【ikloo】日系優雅五層木質鞋櫃(胡桃木色)\r\n►diy組裝簡單 
►木頭材質堅固耐用 
►開放式設計好拿好放",419,419,,,,,1,0,[],ec
DEABJA-A900F77O3,DEABJA,/items/DEABJAA900F77O3/000002_1655704781.jpg,/items/DEABJAA900F77O3/000001_1655704780.jpg,TZUMii佐藤雙門鞋櫃,"TZUMii佐藤雙門鞋櫃\r\n●居家必備款
●活動板自由調整高度
●奶茶色門把，質感提升
●大容量收納空間",799,799,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABJA-A900BRSWJ,DEABJA,/items/DEABJAA900BRSWJ/000001_1631591897.jpg,/items/DEABJAA900BRSWJ/000001_1631591897.jpg,TZUMii馬可拉門式鞋櫃,"TZUMii馬可拉門式鞋櫃\r\n●顛覆傳統開門設計
●抽拉式開門方式鞋子一目了然
●採用1.5公分板厚堅固耐用",2199,2199,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
QFAA8D-A900923NX,DEABHV,/items/QFAA8DA900923NX/000001_1530236774.jpg,/items/QFAA8DA900923NX/000001_1530236774.jpg,《HOPMA》穩固大容量高鞋櫃,"《HOPMA》穩固大容量高鞋櫃/透氣/通風\r\n。mit台灣製 
。diy自行組裝 
。深度40公分，可放40雙鞋 
。透氣孔設計 
。五片活動板設計",2150,2150,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABIK-A900842CM,DEABIK,/items/DEABIKA900842CM/000001_1494578903.jpg,/items/DEABIKA900842CM/000001_1494578903.jpg,【ikloo】日系優雅五層木質鞋櫃(白橡木色),"限時促銷↘原$999【ikloo】日系優雅五層木質鞋櫃(白橡木色)\r\n►diy組裝簡單 
►木頭材質堅固耐用 
►開放式設計好拿好放",419,419,,,,,1,0,[],ec
DEDDGN-A900EUHZ3,DEDDGN,/items/DEDDGNA900EUHZ3/000002_1657591459.jpg,/items/DEDDGNA900EUHZ3/000001_1657591459.jpg,[諳木藏庫]三層款帶靴位掀蓋收納鞋櫃穿鞋椅80x30x51cm,"[諳木藏庫]三層款帶靴位掀蓋收納鞋櫃穿鞋椅80x30x51cm\r\n鞋架三層設計 鞋子分類放置
細膩木紋貼面 耐潑水 好清理
有空間收納靴子 超方便",1499,1499,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABHV-A900B0RK1,DEABHV,/items/DEABHVA900B0RK1/000001_1606789912.jpg,/items/DEABHVA900B0RK1/000001_1606789912.jpg,《HOPMA》加大加深款二門高鞋櫃-漂流木,"《HOPMA》加大加深款二門高鞋櫃-漂流木\r\n★mit台灣製造★diy自行組裝
★可調整門版活頁
★40雙加深大容量大空間
★透氣孔設計鞋櫃通風不悶臭",2250,2250,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABIK-A9009HMA3,DEABIK,/items/DEABIKA9009HMA3/000001_1539745364.jpg,/items/DEABIKA9009HMA3/000001_1539745364.jpg,【ikloo】上掀式收納鞋櫃/穿鞋椅◆原木色◆,"【ikloo】上掀式收納鞋櫃/穿鞋椅◆原木色◆\r\n坐式設計 舒適好穿鞋
穿鞋椅+鞋櫃收納雙功能
可掀式隱藏儲物收納設計

▼其他顏色選購
►原木色
►胡桃色",640,640,,,,,1,0,[],ec
DEDD84-A900E6MFW,DEDD84,/items/DEDD84A900E6MFW/000002_1645777342.jpg,/items/DEDD84A900E6MFW/000001_1645777342.jpg,BuyJM低甲醛六層雙門鞋櫃/收納櫃/高120cm/ (台灣製),"BuyJM低甲醛六層雙門鞋櫃/收納櫃/高120cm/ (台灣製)\r\n‧台灣製造，品質有保障
‧低甲醛環保板材，最健康
‧附門板設計，收納不凌亂
‧活動隔板，可任意調整空間
‧門板設計磁鐵吸力設計",1280,1280,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
QFAA8D-A9008XPLR,DEABHV,/items/QFAA8DA9008XPLR/000001_1564121225.jpg,/items/QFAA8DA9008XPLR/000001_1564121225.jpg,《HOPMA》加寬開放式五層鞋櫃,"《HOPMA》加寬開放式五層鞋櫃/收納櫃\r\n。mit台灣製造
。diy商品
。歐盟等級e1塑合板
。可放28雙鞋
。簍空設計達到通風透氣效果",718,718,,,,,1,0,[],ec
DEABHV-A900BM3R4,DEABHV,/items/DEABHVA900BM3R4/000001_1627530809.jpg,/items/DEABHVA900BM3R4/000001_1627530809.jpg,《HOPMA》現代工業組合式五層鞋櫃/鞋架/置物架,"《HOPMA》現代工業組合式五層鞋櫃/鞋架/置物架\r\n。mit台灣製造。diy商品
。歐盟等級e1塑合板
。可放18雙鞋
。簍空設計達到通風透氣效果",518,518,,,,,1,0,[],ec
DEABJM-A900BLCRW,DEABJM,/items/DEABJMA900BLCRW/000002_1661922830.jpg,/items/DEABJMA900BLCRW/000001_1661922830.jpg,【YAMAZAKI】frame-都會簡約伸縮式鞋架(白),"日本【YAMAZAKI】frame-都會簡約伸縮式鞋架(白)★日本百年品牌★高跟鞋架/萬用收納/鞋櫃/靴架/禮物\r\n■日本百年品牌
1. 細緻烤漆防水耐污
2. 收納運用靈活，可自由伸縮
3. 適合放置各種場域

►白色
►黑色",909,909,,,,,1,0,[],ec
DEABJA-A900BTN5R,DEABJA,/items/DEABJAA900BTN5R/000002_1648094368.jpg,/items/DEABJAA900BTN5R/000001_1648094368.jpg,TZUMii高點四格櫃,"TZUMii高點四格櫃\r\n●開放空間拿取便利
●四格大空間可當擺飾櫃
●板厚加厚，厚度3公分",1299,1299,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABJA-A900BUJ0L,DEABJA,/items/DEABJAA900BUJ0L/000002_1648099854.jpg,/items/DEABJAA900BUJ0L/000001_1648099853.jpg,TZUMii高點六格階梯櫃,"TZUMii高點六格階梯櫃\r\n●開放空間拿取便利
●獨特造型，可當擺飾櫃、隔間櫃
●板厚加厚，厚度3公分",1699,1699,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABJA-A900BUJ20,DEABJA,/items/DEABJAA900BUJ20/000002_1648094400.jpg,/items/DEABJAA900BUJ20/000001_1648094400.jpg,TZUMii高點四格櫃,"TZUMii高點四格櫃\r\n●開放空間拿取便利
●四格大空間可當擺飾櫃
●板厚加厚，厚度3公分",1299,1299,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABDE-A900ATGF0,DEABDE,/items/DEABDEA900ATGF0/000001_1597314807.jpg,/items/DEABDEA900ATGF0/000001_1597314807.jpg,【RICHOME】漢特電視櫃,"【RICHOME】漢特工業風120CM單門電視櫃/視聽櫃/電視架/收納架/置物架/客廳櫃/玄關櫃/鞋櫃 (多功能用途)\r\n✓ 簡約典雅風格設計
✓ 高質感經典胡桃木紋，防潑水美觀易清理
✓ 可擺放大型液晶電視
✓ 120公分寬敞置物平台，可擺放居家小物
✓ 單磁門收納簡單方便，避免灰塵堆積
✓ 電線收納孔設計",1111,1111,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
QFAABZ-A9008W1R3,DEABDE,/items/QFAABZA9008W1R3/000002_1664942588.jpg,/items/QFAABZA9008W1R3/000001_1664942588.jpg,【RICHOME】典雅日式穿鞋椅,"【RICHOME】典雅日式85.5CM穿鞋椅/收納椅/玄關椅/鞋架/鞋櫃(多功能用途)\r\n✓ 竹木製品材質更穩固耐用
✓ 可當鞋架、穿鞋椅或玄關椅
✓ 多功能用途設計，開放式鞋架收納方便
✓ 坐墊柔軟設計，乘坐舒適
✓ 穿鞋椅下2層收納",1199,1199,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABJA-A900BTMSR,DEABJA,/items/DEABJAA900BTMSR/000002_1648100018.jpg,/items/DEABJAA900BTMSR/000001_1648100018.jpg,TZUMii高點高四格櫃,"TZUMii高點高四格櫃\r\n●開放空間拿取便利
●四邊板厚加厚至3公分
●結構穩固不易搖晃",1499,1499,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABHV-A900EVM4N,DEABHV,/items/DEABHVA900EVM4N/000002_1649822512.jpg,/items/DEABHVA900EVM4N/000001_1649822512.jpg,《HOPMA》工業風雙層多功能穿鞋椅/收納櫃/置物櫃/玄關櫃,"《HOPMA》工業風雙層多功能穿鞋椅/收納櫃/置物櫃/玄關櫃\r\n。mit台灣製造。diy自行組裝 
。面板一體成型
。鐵架材質",1150,1150,,,,,1,0,[],ec
DEBAGZ-A900AWC4Z,DEBAGZ,/items/DEBAGZA900AWC4Z/000002_1666318324.jpg,/items/DEBAGZA900AWC4Z/000001_1666318324.jpg,【AOTTO】加厚加高款-磁吸超耐重收納鞋盒 籃球鞋 鞋櫃-8入(防塵防蟲堅固耐用),"【AOTTO】加厚加高款-磁吸超耐重收納鞋盒 籃球鞋 鞋櫃-8入(防塵防蟲堅固耐用)\r\n加厚加大 高硬度 
耐重力極佳
高透明度一目了然
可疊加 節省空間

★其他規格賣場★
4入組8入組",1211,1211,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEBAHU-A900FC5DS,DEBAHU,/items/DEBAHUA900FC5DS/000002_1659412697.jpg,/items/DEBAHUA900FC5DS/000001_1659412696.jpg,【ikloo】純白拉門三層鞋櫃,"【ikloo】純白拉門三層鞋櫃\r\n►diy組裝簡單 
►木頭材質堅固耐用 
►拉門式設計好拿好放",899,899,,,,,1,0,[],ec
QFAD0F-A9008SGM4,DEBAFZ,/items/QFAD0FA9008SGM4/000001_1518511514.jpg,/items/QFAD0FA9008SGM4/000001_1518511514.jpg,【YOLE悠樂居】隨心DIY百變組合櫃(LKL-9X) 底層長靴+側邊雨傘雜物收納4層鞋櫃,"【YOLE悠樂居】隨心DIY百變組合櫃(LKL-9X) 底層長靴+側邊雨傘雜物收納4層鞋櫃\r\n自由拼裝，收納不受限
簡單收納儲物，一目瞭然
開合方便，安全不夾手更安心",1600,1600,,,,,1,0,"['C029577', 'C030120', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C029902', 'C030114', 'C029901', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030214', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030484', 'C030485', 'C030483', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030486', 'C030487', 'C030488', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317', 'C030490', 'C030491', 'C030489', 'C030495', 'C030493', 'C030492']",ec
QFAA9K-A90093G5E,DEBAO2,/items/QFAA9KA90093G5E/000001_1553926005.jpg,/items/QFAA9KA90093G5E/000001_1553926005.jpg,【澄境】工業風開放式五層收納鞋櫃(附椅凳),"【澄境】工業風開放式五層收納鞋櫃(附椅凳)/書櫃/收納櫃\r\n開放式設計 物品一目了然

側柱加寬更穩固

除了當鞋櫃 更是萬用收納架",1280,1280,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
